 AGITADOR	LAVADORA		10 ESTRIAS	340MMX70MM		88587
TORNILLO	GDO 5 UNF	ROSCA FINA		3/4X5 1/2		103798
TORNILLO	GDO 5 UNF	ROSCA FINA		3/4X6		74909
TORNILLO	GDO 5 UNF	ROSCA FINA		3/4X6		74828
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X1		74830
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X1 1/2		74829
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X1 1/4		74831
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X1 3/4		74825
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X1/2		74832
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X2		74834
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X2 1/2		74833
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X2 1/4		74835
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X3		74836
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X3 1/2		74827
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X3/4		74837
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X4		103824
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X4 1/2		74838
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X4 1/2		74839
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X5		74840
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X5 1/2		74826
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X5/8		103829
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X6		74841
TORNILLO	GDO 5 UNF	ROSCA FINA		3/8X6		74811
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X1		74813
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X1 1/2		74812
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X1 1/4		74814
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X1 3/4		74808
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X1/2		118368
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X1 1/2		118369
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X2		74815
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X2		74817
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X2 1/2		74816
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X2 1/4		74818
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X3		74819
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X3 1/2		74810
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X3/4		74820
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X4		74821
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X4 1/2		74822
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X4		74823
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X5 1/2		74809
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X5/8		103878
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X6		74824
TORNILLO	GDO 5 UNF	ROSCA FINA		5/16X6		118373
TORNILLO	GDO 5 UNF	ROSCA FINA		5/8X1		74885
TORNILLO	GDO 5 UNF	ROSCA FINA		5/8X1		74887
TORNILLO	GDO 5 UNF	ROSCA FINA		5/8X1 1/2		74886
TORNILLO	GDO 5 UNF	ROSCA FINA		5/8X1 1/4		74888
TORNILLO	GDO 5 UNF	ROSCA FINA		5/8X2		74890
TORNILLO	GDO 5 UNF	ROSCA FINA		5/8X2 1/2		74889
TORNILLO	GDO 5 UNF	ROSCA FINA		5/8X2 1/4		74891
TORNILLO	GDO 5 UNF	ROSCA FINA		5/8X3		74892
TORNILLO	GDO 5 UNF	ROSCA FINA		5/8X3 1/2		74893
TORNILLO	GDO 5 UNF	ROSCA FINA		5/8X4		103851
TORNILLO	GDO 5 UNF	ROSCA FINA		5/8X4 1/2		74894
TORNILLO	GDO 5 UNF	ROSCA FINA		5/8X4 1/2		74895
TORNILLO	GDO 5 UNF	ROSCA FINA		5/8X5		74896
TORNILLO	GDO 5 UNF	ROSCA FINA		5/8X5 1/2		103791
TORNILLO	GDO 5 UNF	ROSCA FINA		5/8X6		74897
TORNILLO	GDO 5 UNF	ROSCA FINA		5/8X6		74843
TORNILLO	GDO 5 UNF	ROSCA FINA		7/16X1		74845
TORNILLO	GDO 5 UNF	ROSCA FINA		7/16X1 1/2		74844
TORNILLO	GDO 5 UNF	ROSCA FINA		7/16X1 1/4		74846
TORNILLO	GDO 5 UNF	ROSCA FINA		7/16X1 3/4		74847
TORNILLO	GDO 5 UNF	ROSCA FINA		7/16X2		74849
TORNILLO	GDO 5 UNF	ROSCA FINA		7/16X2 1/2		74848
TORNILLO	GDO 5 UNF	ROSCA FINA		7/16X2 1/4		74850
TORNILLO	GDO 5 UNF	ROSCA FINA		7/16X3		74851
TORNILLO	GDO 5 UNF	ROSCA FINA		7/16X3 1/2		74842
TORNILLO	GDO 5 UNF	ROSCA FINA		7/16X3/4		74852
TORNILLO	GDO 5 UNF	ROSCA FINA		7/16X4		74853
TORNILLO	GDO 5 UNF	ROSCA FINA		7/16X4 1/2		103841
TORNILLO	GDO 5 UNF	ROSCA FINA		7/16X5		74854
TORNILLO	GDO 5 UNF	ROSCA FINA		7/16X5		74855
TORNILLO	GDO 5 UNF	ROSCA FINA		7/16X5 1/2		74856
TORNILLO	GDO 5 UNF	ROSCA FINA		7/16X6		74910
TORNILLO	GDO 5 UNF	ROSCA FINA		7/8X2		74911
TORNILLO	GDO 5 UNF	ROSCA FINA		7/8X2 1/2		74912
TORNILLO	GDO 5 UNF	ROSCA FINA		7/8X3		74913
TORNILLO	GDO 5 UNF	ROSCA FINA		7/8X3 1/2		74914
TORNILLO	GDO 5 UNF	ROSCA FINA		7/8X4		74915
TORNILLO	GDO 5 UNF	ROSCA FINA		7/8X4 1/2		74916
TORNILLO	GDO 5 UNF	ROSCA FINA		7/8X5		74917
TORNILLO	GDO 5 UNF	ROSCA FINA		7/8X5 1/2		74918
TORNILLO	GDO 5 UNF	ROSCA FINA		7/8X6		74871
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X1		74873
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X1 1/2		103843
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X1 1/4		74872
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X1 1/4		74874
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X1 3/4		74875
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X2		103845
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X2 1/2		74877
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X2 1/2		74876
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X2 1/4		74878
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X3		74879
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X3 1/2		74880
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X4		103847
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X4 1/2		74881
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X4 1/2		74882
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X5		103849
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X5 1/2		74883
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X5 1/2		103850
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X6		74884
TORNILLO	GDO 5 UNF	ROSCA FINA		9/16X6		74919
TORNILLO	GDO 5 UNF	ROSCA FINA		1 14X2		74920
TORNILLO	GDO 5 UNF	ROSCA FINA		1 14X2 1/2		74921
TORNILLO	GDO 5 UNF	ROSCA FINA		1 14X3		74922
TORNILLO	GDO 5 UNF	ROSCA FINA		1 14X3 1/2		74923
TORNILLO	GDO 5 UNF	ROSCA FINA		1 14X4		74924
TORNILLO	GDO 5 UNF	ROSCA FINA		1 14X4 1/2		74925
TORNILLO	GDO 5 UNF	ROSCA FINA		1 14X5		74926
TORNILLO	GDO 5 UNF	ROSCA FINA		1 14X5 1/2		74927
TORNILLO	GDO 5 UNF	ROSCA FINA		1 14X6		25822
TORNILLO	GDO 5	ROSCA GRUESA		1/4 3		25823
TORNILLO	GDO 5	ROSCA GRUESA		1/4 2 1/2		25821
TORNILLO	GDO 5	ROSCA GRUESA		1/4 3 1/2		25820
TORNILLO	GDO 5	ROSCA GRUESA		1/4 4		103788
TORNILLO	HEXAGONAL	METRICO		10 1.5X60		103781
TORNILLO	HEXAGONAL	METRICO		6 1X60		103782
TORNILLO	HEXAGONAL	METRICO		6 1X70		103783
TORNILLO	HEXAGONAL	METRICO		6 1X80		103784
TORNILLO	HEXAGONAL	METRICO		6 1X90		103787
TORNILLO	HEXAGONAL	METRICO		8 1.25X60		103735
TORNILLO	HEXAGONAL	METRICO		14 2X100	MATERIALES ALEADOS	103739
TORNILLO	HEXAGONAL	METRICO		16 2X60	MATERIALES ALEADOS	103789
TORNILLO	HEXAGONAL	METRICO		10 1.5X70	MATERIALES ALEADOS	103790
TORNILLO	HEXAGONAL	METRICO		12 1.75X60	MATERIALES ALEADOS	103736
TORNILLO	HEXAGONAL	METRICO		16 2X45	MATERIALES ALEADOS	103737
TORNILLO	HEXAGONAL	METRICO		16 2X55	MATERIALES ALEADOS	103738
TORNILLO	HEXAGONAL	METRICO		16 2X60	MATERIALES ALEADOS	103779
TORNILLO	HEXAGONAL	METRICO		6 1X40	MATERIALES ALEADOS	103780
TORNILLO	HEXAGONAL	METRICO		6 1X45	MATERIALES ALEADOS	103785
TORNILLO	HEXAGONAL	METRICO		8 1.25X10	MATERIALES ALEADOS	103786
TORNILLO	HEXAGONAL	METRICO		8 1.25X35	MATERIALES ALEADOS	39345
TORNILLO	HEXAGONAL	METRICO		9/16 4 1/2	MATERIALES ALEADOS	40268
TORNILLO	HEXAGONAL	METRICO		9/16 5	MATERIALES ALEADOS	38979
TORNILLO	HEXAGONAL	METRICO		7/16 4 1/2	MATERIALES ALEADOS	38040
TORNILLO	HEXAGONAL	METRICO		8 16	MATERIALES ALEADOS	103744
TORNILLO	HEXAGONAL	METRICO		14 1.5X70		103745
TORNILLO	HEXAGONAL	METRICO		14 1.5X100		103741
TORNILLO	HEXAGONAL	METRICO		12 1.25X20		103742
TORNILLO	HEXAGONAL	METRICO		12 1.25X60		103743
TORNILLO	HEXAGONAL	METRICO		14 1.5X50		103740
TORNILLO	HEXAGONAL	METRICO		10 1.25X60		118366
TORNILLO	CABEZA CILINDRICA			8X50		103747
TORNILLO	CABEZA REDONDA			5/32X1		103757
TORNILLO	CABEZA REDONDA			1/44X1		103758
TORNILLO	CABEZA REDONDA			1/4X1 1/2		103759
TORNILLO	CABEZA REDONDA			1/4X2		103760
TORNILLO	CABEZA REDONDA			1/4X2 1/2		103756
TORNILLO	CABEZA REDONDA			1/4X3/4		103685
TORNILLO	CABEZA REDONDA			1/8X2 1/2		103753
TORNILLO	CABEZA REDONDA			3/16X1 1/2		103751
TORNILLO	CABEZA REDONDA			3/16X1/2		103754
TORNILLO	CABEZA REDONDA			3/16X2		103755
TORNILLO	CABEZA REDONDA			3/16X2 1/2		103752
TORNILLO	CABEZA REDONDA			3/16X3/4		103748
TORNILLO	CABEZA REDONDA			5/31X1 1/2		103749
TORNILLO	CABEZA REDONDA			5/32X2		103750
TORNILLO	CABEZA REDONDA			5/31X2 1/2		103746
TORNILLO	CABEZA REDONDA			5/32X3/4		103762
TORNILLO	CABEZA CILINDRICA			4X12		103764
TORNILLO	CABEZA CILINDRICA			4X35		103765
TORNILLO	CABEZA CILINDRICA			5X10		103766
TORNILLO	CABEZA CILINDRICA			5X12		103767
TORNILLO	CABEZA CILINDRICA			5X16		103770
TORNILLO	CABEZA CILINDRICA			6X12		103771
TORNILLO	CABEZA CILINDRICA			6X35		103772
TORNILLO	CABEZA CILINDRICA			8X16		103773
TORNILLO	CABEZA CILINDRICA			8X20		103774
TORNILLO	CABEZA CILINDRICA			8X25		103775
TORNILLO	CABEZA CILINDRICA			8X30		103776
TORNILLO	CABEZA CILINDRICA			8X40		103769
TORNILLO	CABEZA CILINDRICA			6X10		103761
TORNILLO	CABEZA CILINDRICA			4X10		117941
TORNILLO	AUTOTALADRANTE	CABEZA HEXAGONAL	ARANDELA	14X1 1/4		117942
TORNILLO	AUTOTALADRANTE	CABEZA HEXAGONAL	ARANDELA	14X1 1/2		109898
TORNILLO	HEXAGONAL			12X60MM		112675
TORNILLO	HEXAGONAL			12 1.25X40		50085
TORNILLO				3/4X1 1/2		19486
TORNILLO				3/4X1 1/2		59509
TORNILLO	GRADO 5	ROSCA GRUESA		5/16X2 1/2		79405
TORNILLO	GRADO 5	ROSCA GRUESA		5/16X2 1/2		59508
TORNILLO	GRADO 5	ROSCA GRUESA		5/16X2 1/2		32403
TORNILLO				9/16X3		50119
TORNILLO	ALLEN			10X1.5		19522
TORNILLO	ALLEN			10X1.5		28723
TORNILLO	ALLEN			10X1.5		108472
TORNILLO	ALLEN			10X1.5		112711
TORNILLO	ALLEN			5 0.8X10		112712
TORNILLO	ALLEN			5 0.8X16		112713
TORNILLO	ALLEN			5 0.8X20		112714
TORNILLO	ALLEN			5 0.8X25		112715
TORNILLO	ALLEN			5 0.8X30		112716
TORNILLO	ALLEN			5 0.8X35		112717
TORNILLO	ALLEN			5 0.8X40		112718
TORNILLO	ALLEN			5 0.8X50		50107
TORNILLO	ALLEN			5X1/2		19510
TORNILLO	ALLEN			5X1/2		28711
TORNILLO	ALLEN			5X1/2		108458
TORNILLO	ALLEN			5X1/2		108469
TORNILLO	ALLEN			5X3/4		112719
TORNILLO	ALLEN			6 1X10		109888
TORNILLO	ALLEN			6 1X100		112720
TORNILLO	ALLEN			6 1X16		112721
TORNILLO	ALLEN			6 1X20		112722
TORNILLO	ALLEN			6 1X25		112723
TORNILLO	ALLEN			6 1X30		112724
TORNILLO	ALLEN			6 1X40		112725
TORNILLO	ALLEN			6 1X45		109890
TORNILLO	ALLEN			6 1X70		109889
TORNILLO	ALLEN			6 1X90		112726
TORNILLO	ALLEN			8 1.25X20		112727
TORNILLO	ALLEN			8 1.25X30		112728
TORNILLO	ALLEN			8 1.25X50		50110
TORNILLO	ALLEN			8X1		19513
TORNILLO	ALLEN			8X1		108461
TORNILLO	ALLEN			8X1		50114
TORNILLO	ALLEN			8X1/2		19517
TORNILLO	ALLEN			8X1/2		108465
TORNILLO	ALLEN			8X1/2		82020
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	4X12	METALES ALEADOS	82021
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	4X16	METALES ALEADOS	82022
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	4X20	METALES ALEADOS	82023
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	4X25	METALES ALEADOS	82024
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	4X30	METALES ALEADOS	82025
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	4X35	METALES ALEADOS	82026
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	4X40	METALES ALEADOS	82027
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	5 0.8X12	METALES ALEADOS	82028
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	5 0.8X16	METALES ALEADOS	82029
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	5 0.8X20	METALES ALEADOS	82030
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	5 0.8X25	METALES ALEADOS	82031
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	5 0.8X30	METALES ALEADOS	82032
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	5 0.8X40	METALES ALEADOS	82033
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	5 0.8X45	METALES ALEADOS	82034
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	5 0.8X50	METALES ALEADOS	82035
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	5 0.8X55	METALES ALEADOS	82036
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	6 1X12	METALES ALEADOS	82037
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	6 1X16	METALES ALEADOS	82038
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	6 1X20	METALES ALEADOS	82039
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	6 1X25	METALES ALEADOS	82040
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	6 1X30	METALES ALEADOS	82041
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	6 1X35	METALES ALEADOS	82042
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	6 1X40	METALES ALEADOS	82043
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	6 1X45	METALES ALEADOS	82044
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	6 1X50	METALES ALEADOS	82045
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	6 1X55	METALES ALEADOS	82046
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	6 1X60	METALES ALEADOS	82047
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	8 1.25X12	METALES ALEADOS	82048
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	8 1.25X16	METALES ALEADOS	82049
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	8 1.25X20	METALES ALEADOS	82050
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	8 1.25X25	METALES ALEADOS	82051
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	8 1.25X30	METALES ALEADOS	82052
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	8 1.25X35	METALES ALEADOS	82053
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	8 1.25X40	METALES ALEADOS	82054
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	8 1.25X45	METALES ALEADOS	82055
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	8 1.25X50	METALES ALEADOS	82056
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	8 1.25X55	METALES ALEADOS	82057
TORNILLO	ALLEN	CABEZA CILINDRICA	DIN 912	8 1.25X60	METALES ALEADOS	82003
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		1/4X1		82004
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		1/4X1 1/2		82001
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		1/4X1/2		82005
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		1/4X2 1/2		82006
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		1/4X3		82002
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		1/4X3/4		81998
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		3/16X1		81999
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		3/16X1 1/2		81996
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		3/16X1/2		82000
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		3/16X2		81997
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		3/16X3/4		82015
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		3/8X1		82016
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		3/8X1 1/2		82017
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		3/8X2		82018
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		3/8X2 1/2		82019
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		3/8X3		82014
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		3/8X3/4		82009
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		5/16X1		82010
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		5/16X1 1/2		82007
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		5/16X1/2		82011
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		5/16X2		82012
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		5/16X2 1/2		82013
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		5/16X3		82008
TORNILLO	ALLEN UNC	CABEZA CILINDRICA		5/16X3/4		32564
TORNILLO	AUTORROSCANTE	CABEZA PLANA		2X25MM	INGCO	50148
TORNILLO	AUTOPERFORANTE			8X11/4		28752
TORNILLO	AUTOPERFORANTE			8X11/4		50147
TORNILLO	AUTORROSCANTE			12X1 1/2		28751
TORNILLO	AUTORROSCANTE			12X1 1/2		56104
TORNILLO	AUTORROSCANTE	CABEZA PLANA		14X5/8		42054
TORNILLO	AUTORROSCANTE	CABEZA PLANA		4 2X1		55107
TORNILLO	AUTORROSCANTE	CABEZA PLANA			INGCO	55108
TORNILLO	AUTORROSCANTE	CABEZA PLANA			INGCO	115246
TORNILLO	AUTORROSCANTE	CABEZA PLANA		6X1 1/2	INGCO	93677
TORNILLO	AUTOTALADRANTE			42X1	INGCO	93678
TORNILLO	AUTOTALADRANTE			42X1 14	INGCO	24158
TORNILLO	CABEZAL					91619
TORNILLO	CABEZAL	ROSCA IZQUIERDA				52780
TORNILLO	CABEZAL			B45 C35		93018
TORNILLO	CARRUAJE					81396
TORNILLO	CARRUAJE			1/2X1		81398
TORNILLO	CARRUAJE			1/2X1 1/2		81397
TORNILLO	CARRUAJE			1/2X1 1/4		81399
TORNILLO	CARRUAJE			1/2X2		81400
TORNILLO	CARRUAJE			1/2X3		81401
TORNILLO	CARRUAJE			1/2X3 1/2		81402
TORNILLO	CARRUAJE			1/2X4		81403
TORNILLO	CARRUAJE			1/2X5		81361
TORNILLO	CARRUAJE			1/4X1		112692
TORNILLO	CARRUAJE			1/4X1		81363
TORNILLO	CARRUAJE			1/4X1 1/2		81362
TORNILLO	CARRUAJE			1/4X1 1/4		81364
TORNILLO	CARRUAJE			1/4X2		112693
TORNILLO	CARRUAJE			1/4X2		109917
TORNILLO	CARRUAJE			1/4X2		112694
TORNILLO	CARRUAJE			1/4X2 1/2		109918
TORNILLO	CARRUAJE			1/4X2 1/2		81365
TORNILLO	CARRUAJE			1/4X2 1/2		81366
TORNILLO	CARRUAJE			1/4X3		112695
TORNILLO	CARRUAJE			1/4X3 1/2		81367
TORNILLO	CARRUAJE			1/4X3 1/2		81360
TORNILLO	CARRUAJE			1/4X3/4		81368
TORNILLO	CARRUAJE			1/4X4		112696
TORNILLO	CARRUAJE			1/4X4		112697
TORNILLO	CARRUAJE			1/4X4 1/2		81369
TORNILLO	CARRUAJE			1/4X4 1/2		81370
TORNILLO	CARRUAJE			1/4X5		112698
TORNILLO	CARRUAJE			1/4X5		81385
TORNILLO	CARRUAJE			3/8X3 1/2		81380
TORNILLO	CARRUAJE			3/8X1		128154
TORNILLO	CARRUAJE			3/8X1		128160
TORNILLO	CARRUAJE			3/8X1 1/2		128153
TORNILLO	CARRUAJE			3/8X1 1/4		81381
TORNILLO	CARRUAJE			3/8X1 1/2		81382
TORNILLO	CARRUAJE			3/8X2		112704
TORNILLO	CARRUAJE			3/8X2 1/2		81383
TORNILLO	CARRUAJE			3/8X2 1/2		81384
TORNILLO	CARRUAJE			3/8X3		112705
TORNILLO	CARRUAJE			3/8X3		112706
TORNILLO	CARRUAJE			3/8X3 1/2		81386
TORNILLO	CARRUAJE			3/8X4		112707
TORNILLO	CARRUAJE			3/8X4 1/2		81387
TORNILLO	CARRUAJE			3/8X4 1/2		112709
TORNILLO	CARRUAJE			3/8X5 1/2		112710
TORNILLO	CARRUAJE			3/8X6		81371
TORNILLO	CARRUAJE			5/16X1		50105
TORNILLO	CARRUAJE			5/16X1		19506
TORNILLO	CARRUAJE			5/16X1		28707
TORNILLO	CARRUAJE			5/16X1		128155
TORNILLO	CARRUAJE			5/16X1		128152
TORNILLO	CARRUAJE			5/16X1 1/2		112699
TORNILLO	CARRUAJE			5/16X1 1/2		81373
TORNILLO	CARRUAJE			5/16X1 1/2		81372
TORNILLO	CARRUAJE			5/16X1 1/4		81374
TORNILLO	CARRUAJE			5/16X2		128161
TORNILLO	CARRUAJE			5/16X2 1/2		81375
TORNILLO	CARRUAJE			5/16X3		112700
TORNILLO	CARRUAJE			5/16X3		112701
TORNILLO	CARRUAJE			5/16X3 1/2		81376
TORNILLO	CARRUAJE			5/16X3 1/2		81377
TORNILLO	CARRUAJE			5/16X4		112702
TORNILLO	CARRUAJE			5/16X4		112703
TORNILLO	CARRUAJE			5/16X4 1/2		81378
TORNILLO	CARRUAJE			5/16X4 1/2		81379
TORNILLO	CARRUAJE			5/16X5		50104
TORNILLO	CARRUAJE			5/16X5		109161
TORNILLO	CARRUAJE			5/16X5		81388
TORNILLO	CARRUAJE			7/16X1		81390
TORNILLO	CARRUAJE			7/16X1 1/2		81389
TORNILLO	CARRUAJE			7/16X1 1/4		81391
TORNILLO	CARRUAJE			7/16X2		81392
TORNILLO	CARRUAJE			7/16X3		81393
TORNILLO	CARRUAJE			7/16X3 1/2		81394
TORNILLO	CARRUAJE			7/16X4		81395
TORNILLO	CARRUAJE			7/16X5		109530
TORNILLO	CARRUAJE			3/8X3 1/2		28706
TORNILLO	CARRUAJE			5/16X5		91948
TORNILLO	AGUJERO	PARA CUERDA				4935
TORNILLO	ANCLAJE	MARIPOSA		1/4P	COVO	61659
TORNILLO	ANCLAJE	MARIPOSA		1/4P	COVO	61658
TORNILLO	ANCLAJE	MARIPOSA		3/16P	COVO	93231
TORNILLO	ARANDELÑA			430/520		8389
TORNILLO	RAMPLUG		AZUL	10 5/16P	COVO	55251
TORNILLO	RAMPLUG		AZUL	5/16	COVO	37665
TORNILLO	RAMPLUG		AZUL	5/16	COVO	8422
TORNILLO	RAMPLUG		NARANJA	12X1	COVO	37867
TORNILLO	RAMPLUG		NARANJA	12X1	COVO	55283
TORNILLO	RAMPLUG		NARANJA	12X1	COVO	75336
TORNILLO	RAMPLUG		NARANJA	12X1	COVO	50084
TORNILLO	TUERCA ARANDELA			20X3		19485
TORNILLO	TUERCA ARANDELA			20X3		28686
TORNILLO	TUERCA ARANDELA			20X3		52781
TORNILLO				BP35	SHINDAIWA	85878
TORNILLO	CUCHILLA			B45	SHINDAIWA	28132
TORNILLO	CUCHILLA			B45	SHINDAIWA	43132
TORNILLO	CABEZAL			B45		69084
TORNILLO	CABEZAL			B45		50154
TORNILLO	DRIWALL			13.5		28758
TORNILLO	DRIWALL			13.5		50153
TORNILLO	DRIWALL			23.5		28757
TORNILLO	DRIWALL			23.5		50155
TORNILLO	DRIWALL			3.911		28759
TORNILLO	DRIWALL			3.911		24344
TORNILLO	DRIWALL			8X3		33569
TORNILLO	DRIWALL			8X3		50152
TORNILLO	DRIWALL			1 1/23.5		28756
TORNILLO	DRIWALL			1 1/23.5		50151
TORNILLO	DRIWALL			2 1/24.2		28755
TORNILLO	DRIWALL			2 1/24.2		105726
TORNILLO	DRIWALL				COVO	50037
TORNILLO	DRIWALL			10X1 1/4		108306
TORNILLO	DRIWALL			10X1 1/4		86757
TORNILLO	DRIWALL			10X7/8		86777
TORNILLO	DRIWALL			2 1/2		50032
TORNILLO	DRIWALL			6X1		108294
TORNILLO	DRIWALL			6X1		50028
TORNILLO	DRIWALL			6X1/2		108285
TORNILLO	DRIWALL			6X1/2		37631
TORNILLO	DRIWALL	ROSCA FINA		6X1/2	VERT	37745
TORNILLO	DRIWALL	ROSCA FINA		6X3/4	VERT	50036
TORNILLO	DRIWALL			7X1		19436
TORNILLO	DRIWALL			7X1		28637
TORNILLO	DRIWALL			7X1		50035
TORNILLO	DRIWALL			7X1 1/2		28636
TORNILLO	DRIWALL			7X1 1/2		108305
TORNILLO	DRIWALL			8X1		86748
